1.410932871774290561e+03 9.401284334596935466e-01 7.822541459419590781e-01
1.410953705361758466e+03 2.743432544327704115e+00 7.823184146363422187e-01
1.411016206112521104e+03 2.412648208814659245e+00 7.823669840945542964e-01
1.411037039692539111e+03 2.090187242305627802e+00 7.832775889169758532e-01
1.411057873270693563e+03 1.647152295558522273e+00 7.867885342722995556e-01
1.411078706846985369e+03 1.869648596707467192e+00 7.818288947156757374e-01
1.411099540421880192e+03 1.327286019745562484e+00 7.815605309365111220e-01
1.411120373994446936e+03 1.179933361596578134e+00 7.813321261155216080e-01
1.411141207565151035e+03 3.259121253861093415e+00 7.821312702251349558e-01
1.411162041133993171e+03 1.366317832692290679e+00 7.821074548685740258e-01
1.411182874701437413e+03 1.111975379345935711e+00 7.819394312107452727e-01
1.411203708266553804e+03 2.181346883597976571e+00 7.877894792896795728e-01
1.411224541829807094e+03 1.077870341035279456e+00 7.810225346351084008e-01
1.411245375391664084e+03 5.792052839558965438e-01 7.814087134316525241e-01
1.411266208951658427e+03 1.614942843582852117e+00 7.834348644916770965e-01
1.411287042509789899e+03 2.961194422128748283e+00 7.819580302988352605e-01
1.411307876066058498e+03 3.720688262582168448e+00 7.830757551244339476e-01
1.411328709620464451e+03 1.142196353537432429e+00 7.820789898030450216e-01
1.411349543173008442e+03 3.036696008466464480e+00 7.829826596436103570e-01
1.411370376724154994e+03 2.506870136792935355e+00 7.822895000917086117e-01
1.411391210273438446e+03 3.556199796297380367e+00 7.828535027339782459e-01
1.411412043820858798e+03 3.427214949660565058e+00 7.825135503454903052e-01
1.411432877366417870e+03 4.940838769508705042e+00 7.844993538328077776e-01
1.411453710910579957e+03 4.240797255230346785e+00 7.833477847477464673e-01
1.411474544452878945e+03 5.410984907263998167e+00 7.831758794064755946e-01
1.411495377993314833e+03 2.384481412496398001e+00 7.831108438440789188e-01
1.411516211532355101e+03 2.042497973529352251e+00 7.822043883648999163e-01
1.411537045069066153e+03 3.017790136293156511e+00 7.844019060725465620e-01
1.411557878604845428e+03 1.902174101606193268e+00 7.819022698224681323e-01
1.411578712138762057e+03 2.061091831973024036e+00 7.813212934389316411e-01
1.411599545670816951e+03 1.164222188569851379e+00 7.809411773656118605e-01
1.411620379201474861e+03 2.043475102087391804e+00 7.815373083155359168e-01
1.411641212730269672e+03 2.173518168363308245e+00 7.870168702548276940e-01
1.411662046257200473e+03 8.051926318695445950e-01 7.818285897657983874e-01
1.411682879782735654e+03 1.813175119444877303e+00 7.817590199661670347e-01
1.411703713306873851e+03 3.133003407990438305e+00 7.826736448871521867e-01
1.411724546829149858e+03 9.215559830841097977e-01 7.828804169390847223e-01
1.411745380350027972e+03 5.909039611073394482e-01 7.832416705684925873e-01
1.411766213869509102e+03 2.472303555165285438e+00 7.819008976758601293e-01
1.411787047387128951e+03 1.276338421526701516e+00 7.810952224000261568e-01
1.411807880903350906e+03 2.854702237746320481e+00 7.847442684808884072e-01
1.411828714417709989e+03 3.248039479610951297e-01 7.828297474192705829e-01
1.411849547930672088e+03 2.135093145798412806e+00 7.829421219706447221e-01
1.411870381442237885e+03 1.743559172399990143e+00 7.815247243410262667e-01
1.411891214951941038e+03 2.002661299497439096e+00 7.862281883622687095e-01
1.411912048460711958e+03 2.322146977431169379e+00 7.818155149279266691e-01
1.411932881967620915e+03 1.593785090536482318e+00 7.820557444696882854e-01
1.411953715472667682e+03 1.457229436207476247e+00 7.811135745141568609e-01
1.411974548976781989e+03 2.161995036091175493e+00 7.876107864562484906e-01
1.411995382479499312e+03 1.285711109928000528e+00 7.810320359398826850e-01
1.412016215980354900e+03 2.282651523775323099e+00 7.817107558542202295e-01
1.412037049479813504e+03 2.115968104615377765e+00 7.819566582500735441e-01
1.412057882977874215e+03 1.851386678413674325e+00 7.822028262457706438e-01
1.412078716474537941e+03 2.983778432672243852e+00 7.825564333032610786e-01
1.412099549969805594e+03 2.044377790138715234e+00 7.820315457247271063e-01
1.412120383463210601e+03 2.284038448889439632e+00 7.813162203380460413e-01
