1.410930319725319805e+03 2.648667145304848347e+01 6.592340969660055450e-01
1.410951153553301992e+03 2.700668093517310808e+01 6.594319404857235112e-01
1.411013655036317004e+03 2.536013511665067810e+01 6.582824025391893485e-01
1.411034488863600927e+03 2.465346286381578622e+01 6.585382802462454999e-01
1.411055322690885077e+03 2.471269988683991414e+01 6.579228605357722026e-01
1.411076156517701975e+03 2.430604825953660608e+01 6.589617785800819805e-01
1.411096990344054120e+03 2.516749549628020688e+01 6.588455370512517062e-01
1.411117824170406493e+03 2.573337574283789309e+01 6.587579352825624346e-01
1.411138657996293205e+03 2.401977347303996169e+01 6.575839472437364774e-01
1.411159491821713800e+03 2.376705663106870858e+01 6.577330135789458687e-01
1.411180325646902020e+03 2.476752125581084840e+01 6.579598223339400143e-01
1.411201159471624123e+03 2.514836001074451133e+01 6.579658918425100866e-01
1.411221993296113396e+03 2.396682469287833328e+01 6.575063985433469149e-01
1.411242827119905542e+03 2.509038869524278326e+01 6.578658283934505357e-01
1.411263660943463947e+03 2.611399468321030071e+01 6.591793936269599863e-01
1.411284494766323860e+03 2.379722312366151016e+01 6.574193889822509407e-01
1.411305328588950488e+03 2.519555584716184526e+01 6.578988976723452176e-01
1.411326162410879533e+03 2.346316185025612455e+01 6.575034749914668852e-01
1.411346996232342462e+03 2.456785003984958848e+01 6.574003038137005150e-01
1.411367830053340185e+03 2.385647601760389591e+01 6.572136388814564523e-01
1.411388663873870883e+03 2.455998184098822534e+01 6.573234135315785265e-01
1.411409497693936828e+03 2.441529318670773563e+01 6.578923971987833408e-01
1.411430331513303827e+03 2.422377331111437826e+01 6.576753758834882335e-01
1.411451165331974153e+03 2.545605107314407078e+01 6.578055066532071393e-01
1.411471999150409374e+03 2.584213150128444880e+01 6.587787906717901265e-01
1.411492832968147013e+03 2.547443285067607377e+01 6.578436982284074919e-01
1.411513666785186160e+03 2.574930401289068982e+01 6.577467878778683330e-01
1.411534500601760101e+03 2.479585206536204822e+01 6.579122608134733152e-01
1.411555334417634640e+03 2.567274428343890946e+01 6.581491284054632462e-01
1.411576168232811142e+03 2.539488611619088232e+01 6.577162710739314910e-01
1.411597002047521983e+03 2.575098853856259851e+01 6.575841965088573549e-01
1.411617835861768071e+03 2.445634165890466605e+01 6.568713198775583129e-01
1.411638669675081019e+03 2.524937345984615078e+01 6.575801402737859735e-01
1.411659503487928532e+03 2.516029720907412326e+01 6.570288486867742472e-01
1.411680337300310839e+03 2.544508833388825053e+01 6.572987940462796663e-01
1.411701171111762051e+03 2.517536823481910346e+01 6.578615926876369979e-01
1.411722004922748056e+03 2.475692840092657221e+01 6.570237911132105202e-01
1.411742838733035114e+03 2.638414747590703513e+01 6.580424353168875529e-01
1.411763672542622999e+03 2.755979623410614465e+01 6.585312430154093288e-01
1.411784506351746586e+03 2.749494620888986063e+01 6.578717855164399886e-01
1.411805340159938169e+03 2.626718216721863541e+01 6.576156031581282813e-01
1.411826173967664090e+03 2.659534763425718751e+01 6.579562440153392533e-01
1.411847007774691065e+03 2.701796763126916545e+01 6.580010168914126600e-01
1.411867841581020002e+03 2.775775395057612016e+01 6.587572114394105727e-01
1.411888675386884188e+03 2.664915256260163190e+01 6.571406043240629602e-01
1.411909509191815687e+03 2.696225367489642366e+01 6.578190302581310434e-01
1.411930342996282434e+03 2.639255637364859908e+01 6.577568692131736672e-01
1.411951176799817404e+03 2.618296680149528655e+01 6.571654111348883553e-01
